f_name,a_name,title,lyrics
angry_all/Somewhat Damaged.mp3,Nine Inch Nails,Somewhat Damaged,"So impressed with all you do Tried so hard to be like you Flew too high and burnt the wing Lost my faith in everything  Lick around divine debris Taste the wealth of hate in me Shedding skin succumb defeat This machine is obsolete  Made the choice to go away Drink the fountain of decay Tear a hole, exquisite red Fuck the rest and stab it dead  Broken, bruised, forgotten, sore Too fucked up to care anymore Poison to my rotten core Too fucked up to care anymore  Broken, bruised, forgotten, sore Too fucked up to care anymore Poison to my rotten core Too fucked up to care anymore  In the back, off the side and far away Is a place where I hide, where I stay Tried to say, tried to ask, I needed to All alone, by myself, where were you?  How could I ever think it's funny how Everything that swore it wouldn't change is different now  Just like you would always say, we'll make it through  Then my head fell apart and where were you?  How could I ever think it's funny how Everything you swore would never change is different now Like you said, you and me will make it through  Didn't quite, fell apart, where the fuck were you?"
angry_all/Sowing Season.mp3,Brand New,Sowing Season (Yeah),"Was losing all my friends Was losing them to drinking and to driving Was losing all my friends But I got 'em back  I am on the mend At least now I can say that I am trying And I hope you will forget Things that I still lack  Yeah, yeah  Is it in you now To bear to hear the truth that you have spoken Twisted up by knaves To make a trap for fools  And is it in you now To watch the things you gave your life to broken And stoop and build 'em up With worn-out tools  Yeah, yeah, yeah, yeah Yeah  Nothing gets so bad A whisper from your father couldn't fix it He whispers like a bridge It's a river spanned  Take all that you have And turn it into something you would miss if Somebody threw that brick To shatter all your plans  Yeah, yeah, yeah, yeah Yeah  Time to get the seeds into the cold ground It takes a while to grow anything Before it's coming to an end, yeah Before you put my body in the cold ground Take some time and warm it with your hands Before it's coming to an end, yeah  Do you miss the blend Of color she left in your black and white field Or do you feel condemned Just for being there  I am not your friend I am just a man who knows how it feels I am not your friend, I'm not your lover I'm not your family  Yeah, yeah, yeah, yeah Yeah  Time to get the seeds into the cold ground It takes a while to grow anything Before it's coming to an end, yeah"
"angry_all/Starfuckers, Inc..mp3",Nine Inch Nails,"Starfuckers, Inc.","My god sits in the back of the limousine My god comes in a wrapper of cellophane My god pouts on the cover of the magazine My god is a shallow little bitch trying to make the scene  I have arrived and this time you should believe the hype I listened to everyone now I know that everyone was right I'll be there for you as long as it works for me I play a game it's called insincerity  Starfuckers Starfuckers Starfuckers, Incorporated Starfuckers  I am every fucking thing and just a little more I sold my soul but don't you dare call me a whore And when I suck you off, not a drop will go to waste It's really not so bad, you know, once you get past the taste, ass kisser  Starfuckers Starfuckers Starfuckers, Incorporated Starfuckers Starfuckers Starfuckers Starfuckers, Incorporated Starfuckers  All our pain How did you think we'd get by without you? You're so vain I bet you think this song is about you Don't you? Don't you? Don't you? Don't you? Don't you? Don't you? Don't you? Don't you? Don't you? Don't you?  Starfuckers Starfuckers Starfuckers Starfuckers, Incorporated Starfuckers Starfuckers Starfuckers Starfuckers Starfuckers, Incorporated Starfuckers Starfuckers  Now I belong, I'm one of the chosen ones Starfuckers Now I belong, I'm one of the chosen ones Starfuckers Now I belong, I'm one of the chosen ones Starfuckers, Incorporated Starfuckers Now I belong, I'm one of the beautiful ones (Starfuckers) Starfuckers, Incorporated I have become"
angry_all/Stars.mp3,t.A.T.u.,Stars,"How did we ever go this far? You touch my hand and start the car And for the first time in my life I'm crying  Are we in space? do we belong? Someplace where no one calls it wrong And like the stars we burn away The miles  I'm a star, you're a star We were ordered to burn Someone found and gave away The addresses of our meetings Eyes on the ceiling No one will find us Voices will slip And ice will break  And no one has the key The grave is the bed It's time to turn off They're onto us Smile, untie Cover the mirrors You break and tell me She's dead, she's dead  Close yourself off Nothing will stand My hand doesn't shake My hand is okay It is ready for vengeance Easy as two times two Get in the taxi, and suck it  Forgive you? Never Don't you ever beg Good, good I've created my vengeance All that's left is powder Multiply by six Don't call, don't call I'm tired, I'm tired I don't want you You are me  How did we ever get this far? It shouldn't have to be this hard Now for the first time in my life I'm flying Are we in love? Do we deserve To bear the shame of this whole world? And like the night we camouflage Denial  Never, nothing Nothing to begin with Never, no one To die and to keep silent Not to search for, not to love Not to regret and not to sleep Never, nowhere Not to let anyone go  Not to gather, and to kill The water will dream for them Not yours, not mine Wires, wires Heroin. No pulse. You'e not the only one to blame (Your phone has been disconnected)  How did we ever go this far? You touch my hand and start the car And for the first time in my life I'm crying  Are we in love? Do we deserve To bear the shame of this whole world? And like the night we camouflage Denial"
angry_all/Suffocate.mp3,Cold,Suffocate(Album Version (Expli,"I could take every fucking word she says Throw it in her face But would she even care I still remember when she looked at me That frown upon her face Trying to be sincere I gathered all those little things she said Kept them close to me Trying to make this real This cloud will always hover over me I'm leaving you today 'Cause now I see  Suffocate, you suffocate You lie (I don't lie) You're fake (I'm not a freak) Suffocate, you suffocate You always take (I don't take) What you can (what I can)  I could take every fucking game you play Blow it all away But would you even care I could take all those lies you said to me Never go away Never disappear This cloud will always hover over me I'm leaving you today 'Cause now I see  Suffocate, you suffocate You lie (I don't lie) You're fake (I'm not a freak) Suffocate, you suffocate You always take (I don't take) What you can (what I can)  Suffocate, you suffocate You lie (I don't lie) You're fake (I'm not a freak) Suffocate, you suffocate You always take (I don't take) What you can (what I can)  Now I'm far away from you (You're always far away) I'll never bring back yesterday (bring back yesterday) You're such a fake it's true I can't believe the words you say I'm far away from you I'll never bring back yesterday  Suffocate, you suffocate You lie (I don't lie) You're fake (I'm not a freak) Suffocate, you suffocate You always take (I don't take) What you can (what I can)  I always take What I can"
angry_all/Summer Son.mp3,Texas,Summer Son,"I'm tired of telling the story Tired of telling it your way Yeh I know what I saw I know that I found the floor  Before you take my heart, reconsider Before you take my heart, reconsider I've opened the door I've opened the door  Here comes the summer's son He burns my skin I ache again I'm over you  I thought I had a dream to hold Maybe that has gone Your hands reach out and touch me still But this feels so wrong  Before you take my heart, reconsider Before you take my heart, reconsider I've opened the door I've opened the door  Here comes the summer's son He burns my skin I ache again I'm over you  Before you take my heart, reconsider Before you take my heart, reconsider I've opened the door I've opened the door  Here comes the summer's son He burns my skin I ache again I'm over you  Here comes the winter's rain To cleanse my skin I wake again I'm over you  Here comes the summer's son He burns my skin I ache again I'm over you  Here comes the winter's rain To cleanse my skin I wake again I'm over you  I'm over you"
angry_all/Sunday Morning.mp3,No Doubt,Sunday Morning,"One, two, three, four...  Sappy pathetic little me That was the girl I used to be You had me on my knees  I'd trade you places any day I'd never thought you could be that way But you looked like me on Sunday  Oh you came in with the breeze On Sunday morning You sure have changed since yesterday Without any warning I thought I knew you (whoa) I thought I knew you (whoa) I thought I knew you well... so well  You're trying my shoes on for a change They look so good but fit so strange Out of fashion, so I can't complain  Oh you came in with the breeze On Sunday morning You sure have changed since yesterday Without any warning I thought I knew you (whoa) I thought I knew you (whoa) I thought I knew you well... so well  I know who I am, but who are you? You're not looking like you used to You're on the other side of the mirror So nothing's looking quite as clear Thank you for turning on the lights Thank you, now you're the parasite I didn't think you had it in you And now you're looking like I used to  You came in with the breeze On Sunday morning You sure have changed since yesterday Without any warning And you want me badly 'Cause you cannot have me I thought I knew you (whoa) But I've got a new view (whoa) I thought I knew you well... oh well  Ooh on Sunday morning Without a warning Sunday morning I thought I knew you Sunday morning Ooh you want me badly Cannot have me Sunday morning Sunday morning Sunday morning"
angry_all/Terrible Lie.mp3,Nine Inch Nails,Terrible Lie,"Album version  (Hey God) Why are you doing this to me? Am I not living up to what I'm supposed to be? Why am I seething with this animosity? (Hey God) I think you owe me a great big apology  Terrible lie Terrible lie Terrible lie Terrible lie  (Hey God) I really don't know what you mean Seems like salvation comes only in our dreams I feel my hatred grow all the more extreme (Hey God) Can this world really be as sad as it seems?  Terrible lie Terrible lie Terrible lie Terrible lie  Don't take it away from me, I need you to hold on to Don't take it away from me, I need you to hold on to Don't take it away from me, I need you to hold on to Don't take it away from me, I need someone to hold on to  Don't tear it away from me, I need you to hold on to Don't tear it away from me, I need someone to hold on to Don't tear it away from me, I need you to hold on to Don't tear it, don't tear it, don't tear it, don't tear it, don't  (Hey God) There's nothing left for me to hide I lost my ignorance, security and pride I'm all alone in a world you must despise (Hey God) I believed your promises, your promises and lies  Terrible lie Terrible lie Terrible lie Terrible lie  You made me throw it all away, my morals left to decay (Terrible lie) How many you betray, you've taken everything (Terrible lie)  My head is filled with disease, my skin is begging you please (Terrible lie) I'm on my hands and knees, I want so much to believe (Terrible lie)  I give you everything My sweet everything Hey God, I really don't know who I am In this world of piss  I need someone to hold on to I need someone to hold on to I need someone, I need someone I need someone to hold on to I need someone to hold on to  Empathetic  Hey God, why are you doing this to me? Am I not living up to what I'm supposed to be? Why am I seething with this animosity? Hey God, I think you owe me a great big apology  Terrible lie  Hey God, I really don't know what you mean Seems like salvation comes only in our dreams I feel my hatred grow all the more extreme Hey God, can this world really be as sad as it seems  Terrible Lie  Don't take it away from me I need someone to hold on to Don't take it away from me I need someone to hold on to  Hey God, there's nothing left for me to hide I lost my ignorance, security and pride I'm all alone in a world you must despise Hey God, I believed the promises, the promises and lies  Terrible Lie  You made me throw it all away My morals left to decay How many you betray You've taken everything  Terrible Lie  My head is filled with disease My skin is begging you please I'm on my hands and knees I want so much to believe  I need someone to hold on to I need someone to hold on to I need someone I need someone to hold on to  I give you everything My sweet everything Hey God, I really don't know who I am In this world of piss  Sympathetic  Hey God, why are you doing this to me? Am I not living up to what I'm supposed to be? Why am I seething with this animosity? Hey God, I think you owe me a great big apology  Terrible lie  Hey God, I really don't know what you mean Seems like salvation comes only in our dreams I feel my hatred grow all the more extreme Hey God, can this world really be as sad as it seems"
angry_all/Thank You Very Much.mp3,Kaiser Chiefs,Thank You Very Much,"Didn't expect any of this But it's really nice Didn't want you to cause a fuss But it feels all right  So Thank you very much Its really nice to know That you enjoyed the show And I want you to know when to go 'Cause this should be a thrill But it feels like a drill Now you must let me go, let me go  I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do  I remember what it was like And it was really nice Never thought I would experience this From the other side  So Thank you very much It's really nice to know That you enjoyed the show And I want you to know when to go 'Cause this should be a thrill But it feels like a drill Now you must let me go, let me go  I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do I just imagine that I'm you And there's nothing nothing nothing I can't do"
angry_all/The Diary Of Jane.mp3,Breaking Benjamin,The Diary Of Jane,"If I had to I would put myself right beside you So let me ask, would you like that, would you like that? And I don't mind if you say this love is the last time So now I'll ask, do you like that, do you like that?  No  Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane  So tell me how it should be  Try to find out what makes you tick as I lie down Sore and sick, do you like that, do you like that? There's a fine line between love and hate and I don't mind Just let me say that I like that, I like that  Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane  As I burn another page As I look the other way I still try to find my place In the diary of Jane  So tell me how it should be  Desperate, I will crawl, waiting for so long No love, there is no love Die for anyone; what have I become?  Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane  As I burn another page As I look the other way I still try to find my place In the diary of Jane"
angry_all/The First (Album Version).mp3,Tegan And Sara,The First (Album Version),"Stand up, sit down baby Gonna be a formal dress down hay day We decide why not go downtown How about you and me we go get wasted (You'll have, you'll have to excuse me) Why don't we get wasted (Please please, please excuse me) Hey, let's get wasted (You'll have, you'll have to excuse me) This'll be my first time  By definition from grade school to English 30 We quietly become strong so early Take it or leave it They can't believe it They go from kindergarten to killing sprees They go from heartache to inner peace 100 foot ceilings, 100 percent deceit He said, let's leave this between you and me My cats watch my stuff leave my house (Take it or leave it, I can't believe it) Between you and me the cat burglars are What did you see, what did you steal Tell me baby how does it feel Yeah, how do you feel  It's a top ten list of things that move me the most It's a top ten list of things that bother me the most A top ten list of things that scare me the most I'd have to say that the future  Wasting time in the fast food line I decide to walk the fine line, and Celebrate life Celebrate death I choose to celebrate the first I celebrate the first  We decide to go out walking Whole time that we're talking Convinced that we're living Whole time that we're dying We decide to go out walking Whole time that you're talking Convinced that you're living Whole time that I'm dying  Keeps me on my toes, where did the time go You keep me on my toes, where did the time go  On the edge of town where the gravel's thin They're gonna wear you down until you're thin and Tired, tired, tired Of wasting time in the fast food line I decide to walk the fine line and Celebrate life Celebrate death I choose to celebrate  The first to come The first to go The first to say yes The first to say no I'm gonna seize this moment The first to come The first to go The first to say yes First to say no  We decide to go out walking Whole time that we're talking Convinced that we're living Whole time that we're dying  Keeps me on my toes, where did the time go Keeps me on my toes, where did the time go You keep me on my toes, where did the time go  You keep me on my toes You keep me on my toes"
angry_all/The Last Stand (Explicit).mp3,Returning Envelope,The Last Stand,
angry_all/The Life And Death Of Mr. Badmouth.mp3,PJ Harvey,The Life And Death Of Mr. Badmouth,"Baby, you got a bad bad mouth Everything is poison that's coming out Cheating, lying since the day you were born Someone outta rinse it out with soap  Wash it out, wash it out, wash it out  No kind words are coming out of your mouth Plenty goes in but nothing good comes out Badmouth, sad mouth, you were an unhappy child That doesn't make your lying tongue all right  Wash it out, wash it out, wash it out  'Cause everything is poison You'll be the unhappy one Your lips taste of poison You're gonna be left alone  When you told me every word you said Came from voices talking in your head Baby, I just think you're out for what you can get Your badmouth has killed off everything we had  Wash it out, wash it out, wash it out  'Cause everything is poison You'll be the unhappy one Your lips taste of poison You'll be in the corner crying"
angry_all/The River.mp3,PJ Harvey,The River,And they came to the river And they came from the road And he wanted the sun Just to call his own And they walked on the dirt And they walked from the road 'Til they came to the river 'Til they came up close  Throw your pain in the river Throw your pain in the river Leave your pain in the river To be washed away slow  And we walked without words And we walked with our lives Two silent birds circled by  Like a pain in the river And the pain in the river And the white sun scattered Washed away this slow  And we followed the river And we followed the road And we walked through this land And we called it a home But he wanted the sun And I wanted the whole And the white light scatters And the sun sets low  Like a pain in the river Like a pain in the river Like a white light scatters To be washed away slow  Like a pain in the river Like a pain in the river Like the way life scattered To be washed away slow
angry_all/The The Empty.mp3,Le Tigre,The The Empty,The stars are getting in and out of automobiles And we keep wondering when we're gonna feel something real Keep waiting for a Santa that will never come A real party not just people who're faking fun But everything gets erased before it's even said And all that glitters isn't gold when inside it's dead All that glitter is not gold All that glitter is not gold All that glitter is not gold All that glitter is not gold I went to your concert and I didn't feel anything I went to your concert and I didn't hear anything I went to your concert and I didn't feel anything I went to your concert and I didn't see anything (Oh Baby) Why won't you talk to me? (Oh Baby) You just want me empty! (Oh Baby) You don't say anything! (Oh Baby) Why won't you answer me? All that glitter is not gold All that glitter is not gold All that glitter is not gold All that glitter is not gold I sat through your movie but I didn't see anything. I went to your comedy club and didn't laugh at all. I went to your movie and I didn't hear anything. I went to your concert and there was nothing going on. You don't say You don't say You don't say anything...
angry_all/The Wrist.mp3,Mushroomhead,The Wrist,"Acting tragically in an inept manner Trying to act like something really mattered When I open my eyes it's all gone  Overthrown by your children  God willing shut you down It's like the closer I get I start to regret what I've done  A sick piece of shit With the balls to admit when he's wrong React defiantly, I am someone, someone Might even fool myself before I'm done  When I open my eyes it's all gone Overthrown by your children God willing shut you down Making believe there's someplace I belong  Greedo died by the hand of Solo Amass a fortress of steel Unsure if I can instill my will Is caving in black till there's no bringing it back again  Led astray by their mock sincerity False charity, condemned, chewing insult Inheriting unwarranted birthright Crown a scapegoat, new King of Shit  Ignorance is followed by ignorance Repetition diminishing senses Defenseless, crippled libido Greedo died by the hand of Solo  When I open my eyes it's all gone Making believe there's someplace I belong When I open my eyes it's all gone Might even fool myself before I'm done"
angry_all/Those Dumb Punk Kids (Will Buy Anything).mp3,Jello Biafra ,Those Dumb Punk Kids (Will Buy Anything),"Punk's been dumbed down To just another form of TV Marketed to shoppers Spoonfed carton rebellion like sheep Flock to worship any old school band Who cares if they still care or if they're bad Something new in town Who wants to know?  And look at all the whores Reunions for wrong reasons Playing only songs from the good old days About how bad the good old days were So why not us? We don't even like this stuff no more But look at all that retro-racket cash Those dumb punk kids will buy anything  We'll sue the guy who wrote the songs So we can sell them into commercials Steal the name and hit the road Trashing all our band stood for We won't rehearse, sound worse Dig up some old child star Who never learns the words Hey, we're back Show us how much you care The merch booth's right over there  Buy! BUY!  And if our scam works What a bandwagon it will be Malcolm in the Middle in the Misfits Or Mary Kate and Ashley Gary Coleman in Black Flag Courtney in Nirvana at last And Emmanuel Lewis Back in action singing for the Germs  When will it end? When people see this for what it is Rock and Roll Swindle Pistols backed a thief So how bout Kenny Boy Lay In Dead Kennedys  Kuz those dumb punk kids Will buy anything"
angry_all/Tick.mp3,Yeah Yeah Yeahs,Tick,"You make me, you make me, you make me... Tick-tick-tick-tick-tick-tick-tick-tick Time you take it You look so good, you take your time Tick-tick-tick time, you take it  Lets have a look Tick-tick-tick time Tick-tick-tick-tick-tick-tick-tick-tick Time, you take it Time, you take it  Ha ha a hey hey ah ah  You make me, you make me, you make me, you make me wanna... You make me wanna... ooh ooh ooh ooh ooh ooh You make me wanna... ooh ooh ooh ooh ooh ooh You make me wanna... ooh ooh ooh ooh ooh ooh  Hey hey, hey ah hey, ah, ah ah ah, ah  You make me wanna You make me wanna You make me wanna You make me wanna... You look like shit  You take your time Tick-tick-tick time, you take it Lets have a look Tick-tick-tick time Tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick Tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick-tick Time, you take it Time, you take it!"
angry_all/Try Your Best.mp3,Kaiser Chiefs,Try Your Best,I can't do it any quicker I don't want it any slicker As far as the eye can see Is miles and miles of icy sea.  So try your best And think about it later Or you will never know  I don't feel fear anymore But I can't risk getting mauled As far as the ear can hear The wave is coming loud and clear  So try your best And think about it later Or you will never know So try your best And think about it later Or you will never know Which way your life could go And you'll know when you know  So try your best And think about it later Or you will never know Which way your life could go And you'll know when you know
angry_all/U Know Nothing.mp3,4 Lyn,U Know Nothing,"You bumrush, but ain't got no bombs that explode. It's your ""object of envy"", the next episode. You wanted ""a new hope"", a group that sounds dope, A bunch of freaks everyone wants to know. That was then and now you atakk, So it's a fact that my ""empire will strike bakk"" R.o.n.i., returns like the jedi, With one fukkin' lookin' and one damn dead eye. The lookins for my people and the dead ones for the idiots that love To stikk their fingers in the inside of my head. They d.i. double-g.i.n. i. n. my twisted brainwaves till they found What they've been lookin' for, to drive me mad... Please, give me no room to breathe, no corner to rest, No drop of water to wash away the stress... I'll stay down and dirty and do what the fukk I do best ... I hit 'cha right in the chest...  You know nothing! You say I sukk on the microphone? You know nothing! But never listened to the words I call my own! My reasons for this are completly wrong? But I will do this till the day that I'm gone! You know nothing! You say I get no respect? You know nothing! I get a lot and I pay it bakk! You pump your fist and you want to smakk me? It's not my fault that your girl's gone...  Pooh... save all your drama for your friends. You knew how to start trouble, but only I know how it ends. Your ex-girl's jokin', your nosebone's broken, Not by my fist but by the words that I'm spoken. I told everyone chekk my lyrical-content. It sounds funny it don't mean that it's nonsense! You can't read between the lines but put lines in between. You chekk yourself, but don't chekk what I mean! Everybody seem to be intelligent enough to see the blood and sweat and tears That we had put into this game. So why the h.e.double-l. you try to f.u.double-k with us and make 4-l.y.n. the ones who are to blame?? Give me no room to breathe, no brandnew start... What you do turns what I do into art... You fukked with wrong man, with the wrong squad... Guess who pulls your card when it's time to play hard!  You know nothing! You say that we sell the hell out? You know nothing! Chekk the difference of ""sell-a-lot"" and ""sell out""! You say our world is made of glitter and gold, But the only thing that's golden is the mic that I hold! You know nothing! A posin' copycat is what you call me?? You know nothing! But don't know for how long I m.cee! None of us got mad chadder or blink-blink, Just one love for this thing...  You know nothing! You know nothing! You say our world is made of glitter and gold, But the only thing that's golden is the mic that I hold!  You know nothing! You know nothing! My reasons for this are completly wrong? But I will do this till the day that I'm gone!"
angry_all/Unforgiven.mp3,Fefe Dobson,Unforgiven,"Oh, oh, unforgiven, oh  Daddy, daddy Why you break your promises to me Daddy, daddy Don't you know you hurt me constantly, Ah, ah, ah, ah  And there's something that I that think you should know I'm not the little girl you left waiting at home All the hurt and pain you left with Mom and me Why can't I be angry I hope you're somewhere out there listening to this song I hope you're thinking what you did, you did was wrong Well let me make it crystal clear for you to see It's too late for I'm sorry  Sorry is a word you like to say But sorry won't erase the things you did Yesterday  (No!) And I want you to know that I didn't need you anyway (No!) And this rope that we walk on is swaying (No!) And the ties that bind us, they will never ever fray (No!) but I want for you to know You are You are Unforgiven  Unforgiven  Daddy, daddy Fan of absolute simplicity Daddy, daddy Expert in responsibility, Ah, ah, ah, ah  Where were you when I fell down and skinned my knee Where were you when I was scared to go to sleep Where were you to soothe my insecurities (ah, ah) Why can't I be angry Where were you the first time someone broke my heart Where were you when I first learned to drive a car Where were you when I plugged in my first guitar It's too late for I'm sorry, yeah  And I want you to know that I didn't need you anyway (No!) And this rope that we walk on is swaying (No!) And the ties that bind us, they will never ever fray (No!) But I want for you to know You are You are Unforgiven Unforgiven  Unforgiven La dee da dee da Oh ooh whoa ooh whoa!  Sorry is a word you like to say But sorry won't erase the things you did Yesterday  (No!) And I want you to know that I didn't need you anyway (No!) And this rope that we walk on is swaying (No!) And the ties that bind us, they will never ever fray (No!) But I want for you to know You are You are Unforgiven Unforgiven Unforgiven Unforgiven Unforgiven"
angry_all/Violet.mp3,Hole,Violet,"And the sky was made of amethyst And all the stars look just like little fish You should learn when to go You should learn how to say ""no""  Might last a day, yeah Mine is forever But it last a day, yeah Mine is forever  When they get what they want They never want it again When they get what they want Well, they never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  And the sky was all violet I wanna give my violet more violence Hey, I'm the one with no soul One above and one below  Might last a day, yeah Mine is forever But it last a day, yeah Mine is forever  When they get what they want They never want it again When they get what they want Well, they never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I dare you to  I told you from the start Just how this would end When I get what I want Well, I never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  Flow right in your mind You're mine  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  Go on take everything Take everything - I want you to Go on take everything Take everything, take everything, take everything"
angry_all/Voted Off the Island.mp3,Jello Biafra With The Melvins,Voted Off the Island,Voted off the island of normality Voted off the island of conformity Voted off the island of the drones And damn proud of it too  Voted off the island of the neckties Voted off the island of the 9 to 5's Voted off the island of the flags And damn proud of it too  Voted off the island of the mainstream Voted off the island of the wannabes Voted off the island of the Kennedys Proud of it too  Voted off the island Voted off the island Voted off the island See ya
angry_all/Waco (koresh) (Album Version).mp3,Bill Hicks,Waco,
angry_all/Waiting for the Turning Points.mp3,Superjoint Ritual,Waiting For The Turning Point,"It's inside, I felt it then, I feel it now, I feel it now The turning point, waiting for it (like) a time bomb I'm waiting for the turning point to lead my life from endless rage To rip out the page, expect the worst, yet get the best I'll wait out the rest, the turning point  Waiting, endless in waiting It will be just for me, not her or him or them with hands out Breaking free of the family, of the lawyers and the vampire half-wits  Waiting for the turning point Waiting for the turning point I'm waiting, I'm fucking waiting  Laid out, planned out On my own it works out, frightful Desperate (and it) unpredictably turns out Desperate, frighful Laid out, planned out On my own, it works out Waiting for the turning point to drive into me"
angry_all/Wake Up.mp3,Fergie,Wake Up,"WHAT! Uh uh Ah-huh  Give it to me now  Well, why do I keep pulling out the roots in my hair? I'm picking at my face, its obvious there's nothing there What do keep at the edge of my skin? It feels so good to have a taste of what I'm crawling in. I got to go, I got to leave The waves are changed today I'm pulling me Even though I go with hip-hop, today, its taking to your next game*  Wake up, wake up Wake up, wake up 'Cause I'll be leaving you today now Shake up, shake up, don't breakup breakup Take your lips off mine* Who could see these words are swinging? Wake Up, Wake up, Wake up, Wake up,  What did you keep coming out 2 sides of your mouth? You didn't think I had hit my people on how your selling out What did you think making your decision I'm dumb* Manipulative, Calculative, and a pet, you thought I didn't know I couldn't see, The spade and plain plan for using me* Like the picture you counterfeit its time to say good-night,* It's not a reason to say Good-bye, good-bye, Buhbye  Wake up, wake up Wake up, wake up 'Cause I'll be leaving you today now Shake up, shake up, don't breakup breakup Take your lips off mine* Who could see these words are swinging? Wake Up, Wake up, Wake up, Wake up,  The Coffee is brewing now... As for me pouring out Eyes open now I see, All that you take from me!  Wake up, wake up Wake up, wake up 'Cause I'll be leaving you today now Shake up, shake up, don't breakup breakup Take your lips off mine* Who could see these words are swinging? Wake Up, Wake up, Wake up, Wake up,"
angry_all/War For Oil.mp3,Stardown,War For Oil,My tears are falling down To the distressful ground I can see it. I'm breathless And my heart is bleeding  I see menace to world peace I see war for profit I see total tyranny  Chaos is here!  I see an young girl She cannot understand What had happened To her mother? She's killed She left her alone Little child has no Mommy anymore  Death is so close The soldiers can take And give our lives Back by order Explosions. Dust Bullets' whine. Screams Destroyed buildings Chaos is here
angry_all/Watching You.mp3,Melissa Etheridge,Watching You,"That's a good question Why am I standing out here alone? I guess I don't know enough  To come in from the rain I was watching your window  From here below I think I just might stay  Here all day  'Cause I gotta do something  'Cause If I can't love you I don't want to love you If I can't hold you I don't want to be thinking of you And if you don't want me I don't want to want you And if you won't see me I don't know what to do But oh... keep watching you  Oh... I keep watching you Until I see right through Oh... I keep watching you  You could throw me down a cigarette I smoked my last one quite a while ago No, I gave it to the man  That swore he had no need You know sometimes if I listen real close I can hear the dark side of the moon And there's always yesterday's Times  If I care to read And I gotta do something  'Cause If I can't love you I don't want to love you If I can't hold you I don't want to be thinking of you And if you don't want me I don't want to want you And if you won't see me I don't know what to do But oh... keep watching you  Oh... I keep watching you Until I see right through Oh... I keep watching you  Sure I'm alright No, I'm not very cold You see, every now and then  I can feel the subway heat So go on inside I'll leave you alone Anyway, Bogart's on in the window  Down the street And I gotta do something  'Cause If I can't love you I don't want to love you If I can't hold you I don't want to be thinking of you And if you don't want me I don't want to want you And if you won't see me I don't know what to do But oh... keep watching you  Oh... I keep watching you Until I see right through Oh... I keep watching you I keep watching you You You"
angry_all/Who The Fuck [Explicit].mp3,PJ Harvey,Who The Fuck? [Explicit],"Who the fuck do you think you are Get out of my hair Who the fuck do you think you are Comin' round here Who the fuck who the fuck Who the fuck do you think you are  Get your comb out of there Combin' out my hair  I'm not like other girls You can't straighten my curls I'm not like other girls You can't straighten my curls No!  Who the fuck you tryin' to be Get your dog away from me! What the fuck you doing in there Get your dirty fingers out of my hair  Who who who who Fuck fuck fuck you  I'm free, you'll see I'm free, you'll see"
angry_all/Wholly Bun Bull.mp3,Jello Biafra,Wholly Bun Bull,
