f_name,a_name,title,lyrics
sad_all/Wednesday.mp3,Slut,Wednesday,"Black are the gestures of yours Black is the way to lead your life Black are the dresses you wear Black are the days beneath your sunlight Another riddle, another wall Another task, another call for love and help from all  Will be Wednesday when you're leaving With a lot of questions If I could only see them I just see your reflection There's a hundred million people The whole wide world is sleeping now  Black is the look in her eyes Black is the white beneath your skin Black are the words that we might say Black is the river that we're swimming while grinning  Will be Wednesday when you're leaving With a lot of questions If I could only see them I just see your reflection There's a hundred million people Having their opinion each And the whole wide world is going to sleep  There I stand With my Fairy eyes As empty Eyes can be  Black is the look in your eyes Black is the white beneath your Skin So come on, come on and let me know If there is nothing left to go or hide from what's outside If we go or hide from what's outside  Will be Wednesday when you're leaving With a lot of questions If I could only see you I just see your reflection Here I stand with my opinion As empty as a boy can be And the whole wide world is falling all asleep"
sad_all/Weird Fishes Arpeggi.mp3,Radiohead,Weird Fishes/Arpeggi,"In the deepest ocean, the bottom of the sea Your eyes, they turn me Why should I stay here? Why should I stay?  I'd be crazy not to follow Follow where you lead Your eyes, they turn me  Turn me into phantoms I follow to the edge of the earth and fall off  Yeah, everybody leaves if they get the chance And this is my chance  I get eaten by the worms and weird fishes Picked over by the worms and weird fishes Weird fishes, weird fishes  Yeah, I hit the bottom, hit the bottom and escape, escape I hit the bottom, hit the bottom and escape, escape"
sad_all/When I Return.mp3,The Feeling,When I Return,"I've travelled far just to look at the stars from a new place They look just the same from the hills and the plains, yes it's true You gave it all to a fool How could I know how I'd fare without you Till I was gone, gone, gone?  When I return I will be better than, better than before For I will have learned what your medicine is for When I return When I return  You and your face and your hair and your taste made me leave you You and your all-giving smile all the while made me go So I lived in the east, I lived in the west, I did it all without a penny I lived twenty days in a hornet's nest and didn't get stung hardly any But I still miss you  Oh, When I return I will be better than, better than before For I may have learned what your medicine is for, oh When I return When I return  When I return I'll love you better than, better than before, oh For now I have learned what your medicine is for When I return When I return"
sad_all/When Will I See You Again.mp3,The Bates,When Will I See You Again,When will I see you again I need to see you again Will I ever see you again I miss you so much Oh baby You're my baby I can't forget you Oh baby
sad_all/Where Did You Go.mp3,MxPx,Where Did You Go?,I dream that someday I will find you The blue skies turn to rain And they're never coming back again I've got your picture in my mind here You're the one that got away I was begging you to stay with me  Where did you go I just don't know? My life is scattered in the wind I'm trying to begin again Where did you go I just don't know? I don't wanna cry myself to sleep again I don't wanna wake up all alone again  I've never been dealt a hand like this With face cards running dry And rain falling out of the sky What could have been if you had stayed Broken dreams would mend You'd be sitting in the summer wind with me  But all I've got are memories And dreams of how my life could be Dreams of how my life could be.-&gt;
sad_all/Where Have All The Flowers Gone.mp3,Marlene Dietrich,Where Have All The Flowers Gon,
sad_all/Where The Sun Never Shines.mp3,Farmer Boys,Where The Sun Never Shines,"Deep in the ground Where the sun never shines You move your eyes And you know you're still alive  We'll never share the pain We'll never feel this way again We'll never have to cry Or ever say goodbye And if the world should disappear Don't be afraid I'll be right here I'll never leave your side Buried here alive, with you  You never knew that I feel like I do I brushed your lips With a cold deadly kiss  We'll never share the pain We'll never feel this way again We'll never have to cry Or ever say goodbye And if the world should disappear Don't be afraid I'll be right here I'll never leave your side Buried here alive, with you"
sad_all/Yellow.mp3,Coldplay,Yellow,"Look at the stars Look how they shine for you And everything you do Yeah, they were all yellow  I came along I wrote a song for you And all the things you do And it was called ""Yellow""  So, then, I took my turn Oh, what a thing to've done And it was all yellow  Your skin Oh, yeah, your skin and bones Turn it into something beautiful D'you know You know I love you so You know I love you so  I swam across I jumped across for you Oh, what a thing to do 'Cause you were all yellow  I drew a line I drew a line for you Oh, what a thing to do And it was all yellow  Your skin Oh, yeah, your skin and bones Turn into something beautiful D'you know For you, I'd bleed myself dry For you, I'd bleed myself dry  It's true Look how they shine for you Look how they shine for you Look how they shine for Look how they shine for you Look how they shine for you Look how they shine  Look at the stars Look how they shine for you And all the things that you do"
sad_all/You.mp3,Breaking Benjamin,You,"My hands are broken And time is going on and on it goes, forever (How long)  So I got high and lived all that life That I have taken all for granted  Promise me you'll try to leave it all behind 'Cause I've elected hell Lying to myself Why have I gone blind? Live another life  You, You.  The only way out Is letting your guard down And never die forgotten (I Know) Forgive me my love I stand here all alone and I can see the bottom  Promise me you'll try to leave it all behind 'Cause I've elected hell Lying to myself Why have I gone blind? Live another life  You, You, You, You, You, You."
sad_all/Your Cape.mp3,Breathe Owl Breathe,Your Cape,"How do you think that made me feel inside? It's inside of me... It's inside you too... So I should know. They called me the same names they called you When you were young... You were scared of the dark; They had to walk you out to the bus stop. And in class you were quiet and shy, But inside you had a question to ask...  Do you know we held hands... At least I know that I held yours. And I've got a lot on my mind, But I can't always find the words.  I skinned my knee, And it started bleeding. There's a war out on the playground That the parents don't see; Children taking sides, And it's you I need to see. You're the one with the cape on that's billowing.  Do you know we held hands... At least I know I held yours. And I've got a lot on my mind, But I can't always find the words.  You do need to leave. You need to trust me. How can we leave it Better off than it was When we're fighting? And no it's not getting easier Even though it's what we need...  Do you know we held hands... At least I know I held yours. And I've got a lot on my mind, But I can't always find the words."
