f_name,a_name,title,lyrics
happy_all/Pretty Apollo.mp3,Cyne,Pretty Apollo,"Yeah.  Beautiful and magic Expose for the masses My city glory Touch to the sky, are you lonely? Fuck with the police slowly  --Yes I know you... Shy to the smile I adore you Skip to the moon Ill show you  Lets go finding 1, 2, 3, 4 hiding  Please show me the way to Zion There be lions, Tigers, bears in the science Lets split the atom in defiance  Major... 24 karat gold lasers Alpha omega I need 40 mules and a acre  Confused like two left shoes Like a man in jail I gots to make moves  Never had a clue so I Never knew the rules Parker Lewis can't lose...   Follow tomorrow Grasp on the heels of Apollo Ride that wave to the cosmos --Higher Till you see Babels spires Call me a liar Yes the roof is on-  Follow tomorrow Grasp on the heels of Apollo Ride that wave to the cosmos --Higher Till you see Babels spires Call me a liar Yes the roof is on fire   -So... Give me some love and then I glow Everybody wants to get a ticket to the show  But got damn everybody just can't get We all on the list We all gonna skip the line Life is hell I'm on the grind  Everyday, Clyde Graham, Cise Star, Cyne Running out of time then gots to pay the fine We about to go live!   Follow tomorrow Grasp on the heels of Apollo Ride that wave to the cosmos --Higher Till you see Babels spires Call me a liar Yes the roof is on fire   Feel me colossal Beautiful awesome On top of the earth the hurt is a monster Ugly!  Don't come close don't touch me Don't you move my lovely Deeper Watch me rise you sleeper Oh Mona Lisa Smile yous the main feature  Read the thesis I'm so unique bitch Get the media now They wanna leak this -So...   Follow tomorrow Grasp on the heels of Apollo Ride that wave to the cosmos --Higher Till you see Babels spires Call me a liar Yes the roof is on fire!"
happy_all/Rainbow to the Stars.mp3,Dune,Rainbow To The Stars,Rainbow to the stars...  Like a rainbow to the stars Keep the faith right in your heart If you let your dreams come true Then happiness will follow you  Life is just a game we play Happiness is here to stay If you want to win this race There's someone who can take your place  Like a rainbow to the stars Keep the faith right in your heart If you let your dreams come true Then happiness will follow you  Rainbow to the stars...  Like a rainbow to the stars Keep the faith right in your heart If you let your dreams come true Then happiness will follow you  Life is just a game we play Happiness is here to stay If you want to win this race There's someone who can take your place  Like a rainbow to the stars Keep the faith right in your heart If you let your dreams come true Then happiness will follow you
happy_all/Rebel Yell.mp3,Scooter,Rebel Yell,"In the mid-night hour!  Last night my little dancer, came dancing to my door. Last night my little angel, came pumping on the floor. She said oh come on baby, I got a licence for love, And if it expires, pray help from above, because...  In the mid-night hour! She cried: More! More! More! With a Rebel Yell! She cried: More! More! More! Wow! In the mid-night hour babe! More! More! Nore! With a Rebel Yell! More! More! More!, More! More! More!  She don't like slavery, she won't sit and beg! But when I'm tired and lonely, she sees me to bed. What set you free, and brought you to me, babe? What set you free? I need you here by me, because...  In the mid-night hour! She cried: More! More! More! With a Rebel Yell! She cried: More! More! More! Wow! In the mid-night hour babe! More! More! Nore! With a Rebel Yell! More! More! More!, More! More! More!  I'll walk the world, with you babe. Eight thousand miles, with you! I dried your tears of pain. Eight million times, for you! I'd sell my soul, for you babe. For money to burn, for you! I'd give you all I have known babe! Just to, Just to, Just to, Just to, to have you here by me! Because...  In the mid-night hour! She cried: More! More! More! With a Rebel Yell! She cried: More! More! More! Wow! In the mid-night hour babe! More! More! Nore! With a Rebel Yell! She cried: More! More! More!, More! More! More! More! More! More! More! More!"
"happy_all/Relax, Take It Easy.mp3",MIKA,"Relax, Take It Easy","Took a right to the end of the line Where no one ever goes. Ended up on a broken train with nobody I know. But the pain and the longings the same. Where the dying Now I'm lost and I'm screaming for help.  Relax, take it easy For there is nothing that we can do Relax, take it easy Blame it on me or blame it on you  It's as if I'm scared It's as if I'm terrified It's as if I'm scared It's as if I'm playing with fire Scared It's as if I'm terrified Are you scared? Are we playing with fire?  Relax There is an answer to the darkest times It's clear We don't understand it but the last thing on my mind Is to leave you I believe that we're in this together Don't scream, there are so many roads left  Relax, take it easy For there is nothing that we can do Relax, take it easy Blame it on me or blame it on you  Relax, take it easy For there is nothing that we can do Relax, take it easy Blame it on me or blame it on you  Relax, take it easy For there is nothing that we can do Relax, take it easy Blame it on me or blame it on you  Relax, take it easy For there is nothing that we can do Relax, take it easy Blame it on me or blame it on you (Relax)  It's as if I'm scared It's as if I'm terrified It's as if I'm scared It's as if I'm playing with fire (Relax) Scared It's as if I'm terrified Are you scared? Are we playing with fire?  Relax Relax"
happy_all/Reminiscing.mp3,Little River Band,Reminiscing,"Friday night, it was late I was walking you home We got down to the gate And I was dreaming of the night Would it turn out right?  How to tell you, girl I wanna build my world around you Tell you that it's true I wanna make you understand  I'm talking about a lifetime plan  That's the way it began We were hand-in-hand Glenn Miller's band  Was better than before We yelled and screamed for more  And the Porter tune (Night and Day) Made us dance across the room It ended all too soon And on the way back home  I promised you'd never be alone  Hurry, don't be late I can't hardly wait I said to myself when we're old We'll go dancing in the dark Walking through the park And reminiscing  Friday night, it was late I was walking you home We got down to the gate And I was dreaming of the night Would it turn out right?  Now as the years roll on Each time we hear our favorite song The memories come along Older times we're missing Spending the hours reminiscing  Hurry, don't be late I can't hardly wait I said to myself when we're old We'll go dancing in the dark Walking through the park And reminiscing"
happy_all/Ring Ring.mp3,MIKA,Ring Ring,"I was sitting on the fence And I thought that I would kiss you I never thought I would miss you But you never let me fall Push my back against the wall Every time you call, you get so emotional I'm freaking out  Ring, ring Is that you on the phone? You think you're clever but you never say nothing at all Hey, hey The way you spin me around You make me dizzy when you play me like a kid with a crown  You got a dangerous obsession Now I'm in need of some protection That was never my intention Used to love me, now you hate me Say I drove you crazy Well, if I did, you made me Won't somebody save me from you now?  Ring, ring Is that you on the phone? You think you're clever but you never say nothing at all Hey, hey The way you spin me around You make me dizzy when you play me like a kid with a crown  It's words I wanted Until you blasted  Why won't you leave me alone? Hang up the phone Just let me go  Ring, ring Is that you on the phone? You think you're clever but you never say nothing at all Hey, hey The way you spin me around You make me dizzy when you play me like a kid with a crown  Ring, ring Is that you on the phone? You think you're clever but you're never saying nothing at all Hey, hey The way you spin me around You make me dizzy when you play me like a kid with a crown  Ring, ring Ring, ring Ring, ring"
happy_all/Save Me.mp3,Darren Styles,Save Me,"I have been waiting, all of my life For you to come along, and make everything alright My body's shaking, right through my bones So take me by the hand, please don't leave me here alone  And I wonder if you know just how I feel I feel, yeah... And I wonder how I know if this is real Is real...  'Cause I want you to save me, Just please save me, Save me 'Cause I need you to save me, Just please save me, Save me  I have been waiting, all of my life For you to come along, and make everything alright My body's shaking, right through my bones So take me by the hand, please don't leave me here alone  And I wonder if you know just how I feel I feel, yeah... And I wonder how I know if this is real Is real...  'Cause I want you to save me, Just please save me, Save me 'Cause I need you to save me, Just please save me, Save me  'Cause I want you to save me, Just please save me, Save me 'Cause I need you to save me, Just please save me, Save me  'Cause I want you to save me, Just please save me, Save me 'Cause I need you to save me, Just please save me, Save me"
happy_all/Saying Goodbye.mp3,Sugarcult,Saying Goodbye,"She kisses everyone goodbye And waves her middle finger high They're never gonna mess with her again  The drama queen is seventeen And sleeping with the boys for free She's got a reputation of being easy  Everytime they put her down She makes a fist and tears roll down She packs her bags and plans to run away  She's saying goodbye And leaving tonight She's wasted all her lonely tear drops She's saying goodbye And leaving tonight She's used up all her lonely tear drops now  She thinks about herself And cares about nobody else Because the only friends she has all put her down  They hate her when she's beautiful And even more when she's a fool They talk behind her back when it's her birthday  Everytime they put her down She makes a fist and tears roll down She packs her bags and plans to run away And every time she makes a friend The viscous cycle starts again She's never, ever, ever looking back  She's saying goodbye And leaving tonight She's wasted all her lonely tear drops She's saying goodbye And leaving tonight She's used up all her lonely tear drops now  She's saying goodbye She's wasted all her lonely tear drops She's saying goodbye She's used up all her lonely tear drops now  Everytime they put her down She makes a fist and tears roll down She packs her bags and plans to run away from here And every time she makes a friend The viscous cycle starts again She's never, ever, ever looking back  She's saying goodbye And leaving tonight She's wasted all her lonely tear drops She's saying goodbye And leaving tonight She's used up her lonely tear drops now She's wasted all her lonely tear drops now..."
happy_all/See You As I Do.mp3,Trijntje Oosterhuis,See You As I Do,"So you ask just what it is I see in you Well it's every little thing you do You make me smile Well it's something that I can't put my finger on And we've only just begun I'm like a child  You're a sweet melody I keep singing all over and over again Such a pure harmony  And I just won't stop feeling the way I do   If you could see you as I do You'd fall in love with you too  No matter how hard you keep trying  You will never see what I see in you   Well it's something, something I can't explain When you're near me I just go insane  You make me lose control  Like a brother, a friend to lend a helping hand  You always seem to understand You catch me when I fall  And when I sing out of key Or the words that I'm saying just don't come out right  You just love me for me  If you could see you as I do  You'd fall in love with you too  No matter how hard you keep trying  You will never see what I see in you   Imagine as the lights go down We don't hear a sound  You and I together  As you take my hand  Lead me to the dance  Now and forever  If you could see you as I do You'd fall in love with you too No matter how hard you keep trying You will never see what I see in you If only you could see you as I do Then maybe you could see what I see in you If only you could see you as I do Then maybe you could see what I see in you"
happy_all/Signs.mp3,Snoop Dogg,Signs,"Justin Timberlake (Uncle Charlie Wilson): I'm not sure what I see Cupid don't fuck wit me! Are you telling me this is a sign? She's looking in my eyes, noticing no other guys Are you telling me this is a sign? (Oh!)  Snoop Dogg: Don't think about it, boy leave her alone (Ooh wee!) Nigga you ain't no G! She likes my tone, my cologne and the way I roll, you ain't no G!  It's legit, you know it's a hit When The Neptunes and the Doggy Dogg fin to spit You know he's in - tune with the season Come here baby, tell me why you leaving? Tell me if it's weed that you needing You wanna breathe? I got the best weed minus seeds Ain't nobody tripping VIP they can't get in If something go wrong then you know we get to Cripping  Justin Timberlake: I'm not sure what I see Cupid don't fuck wit me! Are you telling me this is a sign? She's looking in my eyes, noticing no other guys Are you telling me this is a sign?  Snoop Dogg: Don't think about it, boy leave her alone (Oh oh! yeah!) Nigga you ain't no G! She likes my tone, my cologne and the way I roll, You ain't no G!  Now you stepping wit a G, from Los Angeles Where helicopters got cameras, Just to get a glimpse of our Chucks And our Khakis and our bouncer cars You wit you friend right? (yeah) She ain't trying to bring over no men right? (no) Shiieet, she ain't gotta be in the distance She could get high all in an instant  Justin Timberlake: I'm not sure what I see Cupid don't fuck wit me! Are you telling me this is a sign? She's looking in my eyes, noticing no other guys Are you telling me this is a sign?  Snoop Dogg: Don't think about it, boy leave her alone (Oh oh! yeah!) Nigga you ain't no G! She likes my tone, my cologne and the way I roll, you ain't no G!  Mami, mamasita, have you ever - flown on G5s From London - to Ibiza? You gotta have cake You'll have Sunday's with chiquitas You'll see Venus and Serena, in the Wimbledon Arena And I can take you  Justin Timberlake: I'm not sure what I see Cupid don't fuck wit me! Are you telling me this is a sign? She's looking in my eyes, noticing no other guys Are you telling me this is a sign?  Uncle Charlie Wilson: Nigga don't be young and foolish You don't know what you're doing You don't know what you've lost until she's gone (gone) She Got a pretty face, drove you wild But you ain't got that Snoop Doggy Dogg Style  Justin Timberlake: I'm not sure what I see Cupid don't fuck wit me! Are you telling me this is a sign? She's looking in my eyes, noticing no other guys Are you telling me this is a sign? (Oh!)  O wee ..."
happy_all/Simple Pages.mp3,Weezer,Simple Pages,"Gimme some love, gimme some love, gimme some, I want you to know Gimme some love, gimme some love, sugar, that's the wrong wrong way to go Open your arms, open your arms, honey, and come right back home to me Gimme some love, gimme some love, sugar, that's the wrong wrong way to be  Can't you see We're to be this time Simple pages on my mind  Kick it on back, kick it on back, kick it on back to what you know Gimme some love, gimme some love, sugar, on the hard rock radio When they play tunes, when they play tunes When they play riffs of the hard rock beat Gimme some love, gimme some love, sugar, from the drop with the old school beat  Can't you see We're to be this time Simple pages on my mind  Gimme something I can believe, oh baby  Can't you see We're to be this time Simple pages on my mind  Kick it on back, kick it on back, kick it on back to what you know Gimme some love, gimme some love, sugar, on the hard rock radio  So gimme some love Gimme some love Gimme some love Gimme some love Gimme some  Can't you see You're just me Turn these pages of my mind Oh, oh"
happy_all/Sing It Back (Mousse T's Feel Love Mix).mp3,Moloko,Sing It Back (Mousse T's Feel,"When you are ready I will surrender take me and do as you wish Have what you want your way's always the best way I have succumbed to this passive sensation peacefully falling away I am a zombie your wish will command me, laugh as I fall to my knees  Can I control this empty delusion lost in the fire below? And you come running your eyes will be open And when you come back I'll be as you want me, only so eager to please My little song will keep you beside me thinking your name as I sing  Sing it back to me Sing it back to me  Now you can't help it if you have been tempted by fruit hanging ripe on the tree And I feel useless don't care what the truth is you will be here come the day Truth do you hear me? Don't try to come near me. So tired, I sleep through the light If you desire to lay here beside me come to my sweet melody  Sing it back to me  Bring it back, sing it back Bring it back, sing it back to me Bring it back, sing it back Bring it back, sing it back to me  Sing it, sing it Sing it back to me  Bring it back, sing it back Bring it back, sing it back to me Bring it back, sing it back Bring it back, sing it back to me"
happy_all/Stacy's Mom.mp3,Fountains Of Wayne,Stacy's Mom,"(Stacy's mom has got it going on) (Stacy's mom has got it going on) (Stacy's mom has got it going on) (Stacy's mom has got it going on)  Stacy can I come over after school, ooh-hoo ooh-hoo? (after school) We can hang around by the p-p-p-pool, ooh-hoo ooh-hoo (hang by the pool) Did your mom get back from her business trip? (business trip) Is she there, or is she trying to give me the slip, eh-he, eh-he? (give me the slip) You know I'm not the little boy that I used to be I'm all grown-up now, baby, can't you see?  Stacy's mom has got it going on She's all I want and I've waited for so long Stacy, can't you see? You're just not the girl for me I know it might be wrong But I'm in love with Stacy's mom  (Stacy's mom has got it going on) (Stacy's mom has got it going on)  Stacy, do you remember when I mowed your lawn? (mowed your lawn) Your mom came out with just a towel on, oh-ho oh-hon (towel on) I could tell she liked me from the way she stared (way she stared) And the way she said, ""You missed a spot over there"", eh-here eh-here (spot over there) And I know that you think it's just a fantasy But since your dad walked out, your mom could use a guy like me  Stacy's mom has got it going on She's all I want and I've waited for so long Stacy, can't you see? You're just not the girl for me I know it might be wrong But I'm in love with Stacy's mom  Stacy's mom has got it going on (she's got it going on) She's all I want and I've waited for so long (waited and waited) Stacy, can't you see? You're just not the girl for me I know it might be wrong But I'm in love with (Stacy's mom, oh-ho oh-ho)  (I'm in love with) (Stacy's mom, oh-ho oh-ho) (Wait a minute) Stacy, can't you see? You're just not the girl for me I know it might be wrong But I'm in love with Stacy's mom"
happy_all/Stars (From The Mount Wilson Observatory) (Remix).mp3,David Crowder*Band,Stars (From The Mount Wilson O,"Illuminate album version: You should see the stars tonight How they shimmer shine so bright Against the black they look so white Coming down from such a height To reach me now You reach me now  You should see the moon in flight Cutting 'cross the misty night Softly dancing in sunshine Reflections of its light Reach me now You reach me now  And how could such a thing Shine its light on me And make everything Beautiful again  You should feel the sun in spring Coming out after a rain Suddenly all is green Sunshine on every thing I can feel it now I feel You now  And how could such a thing Shine its light on me And make everything Beautiful  You should hear the angels sing All gathered 'round their King More beautiful than you could dream I've been quietly listening You can hear 'em now I hear them now, oh, yeah  And how could such a King Shine His light on me And make everything Beautiful  And I want to shine I want to be light I want to tell you It'll be all right And I want to shine And I want to fly Just tell You now It'll be all right It'll be all right, yeah Oh, it'll be all right  'Cause I've got nothing of my own to give to you But this light that shines one me Shines on you And makes everything Beautiful, again  It'll be all right It'll be all right           Passion: Sacred Revolution album version: You should see the stars tonight How they shimmer shine so bright Against the black they look so white Coming down from such a height To reach me now, You reach me now  You should see the moon in flight Cutting 'cross the misty night Softly dancing in sunshine Reflections of its light Reach me now, You reach me now  And how could such a thing Shine it's light on me And make everything beautiful again You should feel the sun in spring Coming out after a rain Suddenly all is green Sunshine on every thing I can feel it now, I feel You now  And how could such a thing Shine it's light on me And make everything beautiful again  You should hear the angels sing All gathered 'round their King More beautiful than you could dream I've been quietly listening You can hear them now, I hear them now, oh, yeah  And how could such a King Shine His light on me And make everything beautiful again  And how could such a King Shine His light on me And make everything beautiful again  I want to shine, I want to be light I want to tell You it'll be alright And I want to shine, and I want to fly Just tell You now, it'll be all right  It'll be all right, it'll be all right  'Cause I've got nothing of my own to give to You But this light that shines one me, shines on You And makes everything beautiful again  It'll be all right, it'll be all right       Sunsets &amp; Sushi album version: You should see the stars tonight How they shimmer shine so bright Against the black they look so white Coming down from such a height To reach me now You reach me now  You should see the moon in flight Cutting 'cross the misty night Softly dancing in sunshine Reflections of its light Reach me now You reach me now  And how could such a thing Shine it's light on me And make everything beautiful  You should feel the sun in spring Coming out after a rain Suddenly all is green Sunshine on every thing I can feel it now I feel You now  And how could such a thing Shine it's light on me And make everything beautiful  You should hear the angels sing All gathered 'round their King More beautiful than you could dream I've been quietly listening You can hear 'em now I hear them now, oh, yeah  And how could such a King Shine His light on me And make everything Beautiful  And I want to shine I want to be light I want to tell you It'll be all right And I want to shine And I want to fly Just tell You now It'll be all right It'll be all right, yeah It'll be all right  'Cause I've got nothing of my own to give to you But this light that shines one me Shines on you And makes everything Beautiful, again"
happy_all/Strawberry Avalanche.mp3,Owl City,Strawberry Avalanche,"This is a world of dreams And reverie Where I felt the stars explode Around me A grass blade flashed with a gleam as it slashed open a moonbeam And I stared back breathlessly As mountains of fruit tumbled out I barely had the chance to shout Oh strawberry avalanche crash over me  Staying awake that night Was rather hard Deep in a sleeping bag in your backyard When we woke up buried alive Beneath the fruity landslide we both laughed hysterically It could have been just another dream But I swear I heard you scream Oh strawberry avalanche crash over me  Hope is a citrus constellation in the galaxy Scratched on the back of both my eyelids That I've been dying to see If you were a beautiful sound in the echoes all around Then I'd be your harmony And we'd sing along with the crowds Beneath the candy coated clouds Oh strawberry avalanche, please crash over me  This is a world of dreams And reverie Where I felt the stars explode around me"
happy_all/Suddenly I See.mp3,KT Tunstall,Suddenly I See,"Well, her face is a map of the world Is a map of the world You can see she's a beautiful girl She's a beautiful girl And everything around her is a silver pool of light People who surround her feel the benefit of it It makes you calm She holds you captivated in her palm  Suddenly I see (suddenly I see) This is what I want to be Suddenly I see (suddenly I see) Why the hell it means so much to me (Suddenly I see) This is what I want to be Suddenly I see (suddenly I see) Why the hell it means so much to me  And I feel like walking the world Like walking the world And you can hear she's a beautiful girl She's a beautiful girl She fills up every corner like she's born in black and white Makes you feel warmer when you're trying to remember What you heard She likes to leave you hanging on a word  Suddenly I see (suddenly I see) This is what I want to be Suddenly I see (suddenly I see) Why the hell it means so much to me (Suddenly I see) This is what I want to be Suddenly I see (suddenly I see) Why the hell it means so much to me  And she's taller than most And she's looking at me I can see her eyes looking from the page of a magazine She makes me feel like I could be a tower Big strong tower, yeah  The power to be The power to give The power to see Yeah, yeah (Suddenly I see)  She got the power to be The power to give The power to see Yeah, yeah (Suddenly I see)  She got the power to be The power to give The power to see Yeah, yeah, yeah (Suddenly I see)  She got the power to be The power to give The power to see Yeah, yeah (Suddenly I see)  She got the power to be The power to give The power to see Yeah, yeah  Suddenly I see (Suddenly I see) This is what I wanna be Suddenly I see (Suddenly I see) Why the hell it means so much to me? (Suddenly I see) 'Cause this is what I wanna be Suddenly I see (Suddenly I see) Why the hell it means so much to me? (Suddenly I see) Oh, yeah yeah Suddenly I see (Suddenly I see) Why the hell it means so much to me? (Suddenly I see) Yeah, yeah Suddenly I see (Suddenly I see) Why the hell it means so much to me?"
happy_all/Sunny Hours.mp3,Long Beach Dub All Stars,Sunny Hours,"""Step up"" Yeah, yeah, yeah ""Come on"" I'm all right ""You wanna be all right you gotta walk tall"" ""Step up"" ""Come on"" ""Step up"" Be all right, be all right ""You wanna be all right you gotta walk tall"" Well I've strolled across some dance floors Filled with girls all dressed in red Pulled my foot from my mouth answered back to things I've said Wandered through the valley of the shadow of the dead Stumbled round this old sundial, there these words I read I've only count the sunny hours, brightest hours of day I never count the gloomy hours, I let them slip away And I realize I'm away ""Come on"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah I'm all right y'all, I'm all right y'all You wanna be all right you gotta walk tall ""Come on"" ""Step up"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah I'm all right y'all, all right y'all You wanna be all right you gotta walk tall ""Come on"" You gotta walk tall y'all, y'all, y'all Y, yeah, yeah, yeah Well I woke up in too many beds with girls I didn't know I've seen lots of brothers act tough, And I've watched them come and go And tell me why I'm not dead with them in the valley down below I give thanks everyday for these words that save my soul I only count the sunny hours, the brightest hours of day I never count the gloomy hours, I let them slip away (Don't slip away yo) And I realize I'm away ""Come on"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah I'm all right y'all, all right y'all You wanna be all right you gotta walk tall ""Come on"" ""Step up"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah I'm all right y'all, all right y'all (I'm all right) You wanna be all right you gotta walk tall ""Come on"" It's like the wise man said, ""Relax yourself When its moving too fast you set ya down When the going gets tough then get to going If you really wanna speak than make the sound Keep your eyes on the prize and realize That the struggles gonna come in all shapes and size But you gotta stay strong, don't let your knees buckle Gotta keep the hustle, keep hustling"" Do it, Do it, Do it Let the lovin', let the lovin' come back to me Bring it, bring it, bring it, bring it, bring it back to me Let the lovin', let the lovin' come back to me Bring it, bring it, bring it, bring it, bring it back to me Let the lovin', let the lovin' come back to me Bring it, bring it, bring it, bring it, come back to me Let the lovin', let the lovin' come back to me ""Come on"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah (Yeah, yeah, everything's gonna be all right) I'm all right y'all, all right y'all You wanna be all right you gotta walk tall ""Come on"" ""Step up"" Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah (Everything's gonna be all right now, everything's gonna be all right) I'm all right y'all, all right y'all You wanna be all right you gotta walk tall Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah (You gotta walk tall y'all) (Yeah, yeah, I'm just being) I'm all right y'all, all right y'all (I'm all right y'all, I'm all) I'm all be e e, be e e be all right y'all Its all right in the sunny time with the Black Eyed Peas, Rocking it straight down from Long Beach I got the, oh (Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah) I'm all right y'all, all right y'all You wanna be all right you gotta walk tall You gotta walk tall Long Beach Dub Allstars, Black Eyed Peas, Will I Am I'm all right y'all, all right y'all You wanna be all right you gotta walk tall When the going get tough, the tough get going And I'm out"
happy_all/Take Your Mama.mp3,Scissor Sisters,Take Your Mama,"When you grow up, livin' like a good boy oughta And your mama, takes a shine to her best son Something different, all the girls they seem to like you 'Cause you're handsome, like to talk and a whole lot of fun  But now your girl's gone a missin' And your house has got an empty bed The folks'll wonder 'bout the wedding They won't listen to a word you said  We're gonna take your mama out all night Yeah we'll show her what it's all about We'll get her jacked up on some cheap champagne We'll let the good times all roll out And if the music ain't good, well it's just too bad We're gonna sing along no matter what Because the dancers don't mind at the New Orleans If you tip 'em and they make a cut  Do it Take your mama out all night So she'll have no doubt that we're doing oh the best we can We're gonna do it Take your mama out all night You can stay up late 'cause baby you're a full grown man  It's a struggle, livin' like a good boy oughta In the summer, watchin' all the girls pass by When your mama, heard the way that you'd been talking I tried to tell you, that all she'd wanna do is cry  Now we end up takin' the long way home Lookin' overdressed wearin' buckets of stale cologne It's so hard to see streets on a country road When your glasses in the garbage And your Continental's just been towed  We're gonna take your mama out all night Yeah we'll show her what it's all about We'll get her jacked up on some cheap champagne We'll let the good times all roll out And if the music ain't good, well it's just too bad We're gonna sing along no matter what Because the dancers don't mind at the New Orleans If you tip 'em and they make a cut  Do it Take your mama out all night So she'll have no doubt that we're doing oh the best we can We're gonna do it Take your mama out all night You can stay up late 'cause baby you're a full grown man  Do it Take your mama out all night So she'll have no doubt that we're doing oh the best we can We're gonna do it Take your mama out all night You can stay up late 'cause baby you're a full grown man"
happy_all/Temptation.mp3,Elvis Costello,Temptation,Who's this kid with his mumbo jumbo Living in air-conditioned limbo Though they treat him just like a guest He's living under threat of arrest Now that he's finally trying to make some sense He drinks in self-defense Give me temptation  The subtle touch of authority will Take you anytime down to the station You say that it's alright by me Now you're living with the curse of sophistication Now that you're shackled up to the rigmarole With absolute control  I see you lying so wide awake After I've given you all that you can take So for heaven's sake Give me temptation  Still you want to succeed so badly Finding your life will not be deadly You tell me you can take it or leave it Sometimes I think that you really believe it You're just itching to break her secret laws As you go from claws to clause Give me temptation
happy_all/That's Because You Drive Me.mp3,Acid House Kings,That's Because You Drive Me,Looking for your face In the bathroom mirror Looking for your name On the front door sign  Call me insane That's because you drive me  That first summer Without postcard traces That first week Standing by the phone  Call me insane That's because you drive me  It takes a lot of walking To get to know you It takes a lot of talking To see through you It takes a lot of walking by your side  I've kept our room In perfect order I've kept your keys Where you left them  Call me insane That's because you drive me  That last goodbye Still know how you phrased it That last look I still felt love Call me insane That's because you drive me  It takes a lot of walking To get to know you It takes a lot of talking To see through you It takes a lot of walking by your side
happy_all/The Battle Of The Boy Least Likely To.mp3,The Boy Least Likely To,The Battle Of The Boy Least Likely to,"Warm milk and honey Sweeten my teeth. From little acorns you... You quietly made me... Made me into me.  Paper thin skin stretched Over my bones. From shells and pebbles you... You quietly made me..? Made me a home.  But I can't get used To being alone. And I won't get used To being alone.  Under a full moon, Hopelessly trying to Retrace our footsteps in the snow. I don't know when to hang on And when to let go.  Foxes in boxes, And butterfly blues. From little acorns you... You quietly made me... Made me into you.  Holding it under My tongue till it stings. From all of my demons You quietly saved me Again and again.  But now I feel And surface again. Yes, I can feel And surface again.  From little bubbles, Little air bubbles, Little embolysms grow. I don't know to hang on. Everything I feel feels wrong. I don't know when to hang on And when to let go."
happy_all/The Imposter.mp3,Elvis Costello,The Imposter,Trying to be too bad Trying to talk too tough Trying to jack the lad You'd think he'd had enough  But he's not the man you'd think that he can be I just don't know why you can't see That he is only the imposter That he is only the imposter  You've never been this far You've always been too smart And you know all our boys Are really girls at heart  But he's not...  When I said that I was lying I might have been lying Never let me hear you say you're not trying  This is your big decision Hope you're not disappointed He's got double vision When you want him double jointed  And he's not...  He'll only bring you souvenirs It's only gonna end in tears And he is only the imposter
happy_all/The Incidentals.mp3,Alisha's Attic,The Incidentals,"It's just the little things The incidentals it's like you would- N't even notice When you really turn me on It's the little sparks that fly and then land Like dynamite  It's just, it's just the simple things Pure incidentals it's like Staying up till midnight and talking about Absolutely nothing, It's the thought that it'll always be As wild as I expect it to be yeah  Ooh you know it's la la la la love When you dream A monster just swallowed you up and You don't wanna be saved Ooh and I am crazy 'bout you babe You satisfy me in so many ways, so Many ways  But it's just the little things The incidentals it's like you wouldn't Even notice When you are really turning me on It's those little sparks that fly and then land Like dyamite It's just, it's just, the simple things Pure incidentals it's like breathing on the back Of my neck and Making me feel weak inside It's no, no matter how scared I am I know I'll be safe tonight."
